timestamp,open,high,low,close,volume
1779357000,2132.44000000,2132.91000000,2130.65000000,2130.91000000,19.30920000
1779357300,2130.91000000,2131.46000000,2130.27000000,2130.27000000,6.65830000
1779357600,2130.21000000,2131.33000000,2129.52000000,2129.88000000,16.19610000
1779357900,2130.23000000,2130.23000000,2129.36000000,2130.09000000,10.32440000
1779358200,2130.47000000,2131.21000000,2130.09000000,2131.21000000,3.48580000
1779358500,2130.53000000,2132.02000000,2130.20000000,2131.10000000,8.75400000
1779358800,2131.07000000,2131.33000000,2130.00000000,2131.26000000,6.34800000
1779359100,2131.42000000,2131.42000000,2114.01000000,2118.50000000,247.99900000
1779359400,2118.00000000,2121.21000000,2112.24000000,2121.15000000,90.34600000
1779359700,2121.02000000,2121.67000000,2115.67000000,2115.73000000,43.94200000
1779360000,2115.75000000,2119.00000000,2115.19000000,2119.00000000,18.74130000
1779360300,2118.23000000,2118.68000000,2116.34000000,2117.14000000,57.67860000
1779360600,2117.66000000,2117.79000000,2114.08000000,2117.33000000,7.69180000
1779360900,2117.50000000,2117.78000000,2115.58000000,2115.69000000,5.51080000
1779361200,2116.19000000,2118.83000000,2114.23000000,2117.66000000,17.61380000
1779361500,2117.00000000,2118.14000000,2115.55000000,2118.14000000,8.53940000
1779361800,2118.50000000,2120.31000000,2118.50000000,2119.87000000,5.77990000
1779362100,2120.02000000,2121.28000000,2119.51000000,2119.51000000,21.41210000
1779362400,2119.95000000,2121.71000000,2118.15000000,2119.23000000,36.22840000
1779362700,2118.92000000,2120.61000000,2118.69000000,2120.61000000,1.40620000
1779363000,2120.84000000,2121.83000000,2118.84000000,2118.84000000,2.59300000
1779363300,2119.20000000,2119.39000000,2117.66000000,2118.33000000,1.27360000
1779363600,2118.68000000,2119.01000000,2117.98000000,2118.14000000,4.99720000
1779363900,2118.89000000,2119.99000000,2118.19000000,2119.77000000,7.60790000
1779364200,2119.10000000,2119.73000000,2118.39000000,2119.44000000,3.58420000
1779364500,2118.00000000,2118.14000000,2117.29000000,2117.29000000,4.80140000
1779364800,2117.57000000,2118.64000000,2116.49000000,2117.47000000,6.60820000
1779365100,2118.32000000,2118.32000000,2116.09000000,2116.75000000,10.74710000
1779365400,2116.66000000,2116.66000000,2114.96000000,2115.04000000,14.87330000
